USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
takeru    215795  0.0  0.6 1459544256 99468 ?    Sl   Dec18   0:00 /usr/share/antigravity/antigravity /usr/share/antigravity/resources/app/extensions/markdown-language-features/dist/serverWorkerMain --node-ipc --clientProcessId=213123
root      216975  0.0  0.0      0     0 ?        I    Dec18   0:00 [kworker/7:0-events]
takeru    217088  0.3  1.1 1951572 184400 ?      Ssl  Dec18   0:11 /usr/bin/gnome-text-editor --gapplication-service
root      217533  0.0  0.0      0     0 ?        I    Dec18   0:00 [kworker/u32:3-btrfs-endio-write]
takeru    218257  0.0  0.0 233360  5764 pts/7    Ss+  Dec18   0:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
takeru    220362  0.0  0.0 233360  5764 pts/12   Ss+  00:00   0:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
takeru    220798  0.0  0.0 233360  5876 pts/13   Ss+  00:00   0:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
root      222824  0.0  0.0      0     0 ?        I    00:04   0:00 [kworker/0:2]
takeru    223404  0.0  0.0 233360  5760 pts/14   Ss+  00:05   0:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
takeru    225121  0.0  0.0 233360  5752 pts/15   Ss+  00:08   0:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
root      227591  0.0  0.0      0     0 ?        I    00:13   0:00 [kworker/u32:0-btrfs-delalloc]
root      227592  0.0  0.0      0     0 ?        I    00:13   0:00 [kworker/u32:2-i915]
root      227593  0.0  0.0      0     0 ?        I    00:13   0:00 [kworker/u32:4-flush-btrfs-1]
root      228313  0.0  0.0      0     0 ?        I    00:14   0:00 [kworker/4:0-events]
root      230024  0.0  0.0      0     0 ?        I    00:18   0:00 [kworker/2:0-mm_percpu_wq]
root      230265  0.0  0.0      0     0 ?        I    00:18   0:00 [kworker/1:1-mm_percpu_wq]
root      231675  0.0  0.0      0     0 ?        I<   00:21   0:00 [kworker/u33:0-rb_allocator]
takeru    231963  0.0  0.0 233360  5824 pts/16   Ss+  00:21   0:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
takeru    233037  0.0  0.0 233360  5924 pts/17   Ss+  00:23   0:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
root      236541  0.0  0.0      0     0 ?        I    00:30   0:00 [kworker/3:0-events]
takeru    238922  0.0  0.0 233488  5824 pts/18   Ss   00:35   0:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
takeru    239218  0.0  0.0 233360  5752 pts/19   Ss+  00:35   0:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
takeru    239253  0.0  0.5 1459544192 90300 ?    Sl   00:35   0:00 /usr/share/antigravity/antigravity /usr/share/antigravity/resources/app/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=213123
takeru    239261  0.1  0.7 277552 116348 ?       Sl   00:35   0:00 /home/takeru/.antigravity/extensions/meta.pyrefly-0.46.0-linux-x64/bin/pyrefly lsp
root      241008  0.0  0.0      0     0 ?        I    00:39   0:00 [kworker/5:0-events]
takeru    241134  0.0  0.0 233360  5880 pts/20   Ss+  00:39   0:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
root      241573  0.0  0.0      0     0 ?        I    00:40   0:00 [kworker/1:2]
takeru    241735  0.0  0.0 233360  5792 pts/21   Ss+  00:40   0:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
root      242231  0.0  0.0      0     0 ?        I    00:41   0:00 [kworker/2:2-events]
root      242337  0.0  0.0      0     0 ?        I    00:41   0:00 [kworker/6:0]
takeru    242403  0.0  0.0 233360  5936 pts/22   Ss+  00:41   0:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
takeru    242621  0.0  0.0 233488  5756 pts/23   Ss+  00:41   0:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
takeru    244254  0.0  0.4 3724460 70800 ?       Sl   00:44   0:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:48912 -prefMapHandle 1:281504 -jsInitHandle 2:224660 -parentBuildID 20251119102309 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {b34d251b-124a-48ca-89e6-0fdadb732e02} -parentPid 4364 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 1136 tab
root      244761  0.0  0.0      0     0 ?        I    00:45   0:00 [kworker/7:2-events]
root      244885  0.1  0.0      0     0 ?        I<   00:45   0:00 [kworker/u33:1-i915_flip]
takeru    245144  0.0  0.4 3724476 70768 ?       Sl   00:45   0:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:48912 -prefMapHandle 1:281504 -jsInitHandle 2:224660 -parentBuildID 20251119102309 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {38422de5-d0e5-4f45-8a90-efb73c351e8c} -parentPid 4364 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 1137 tab
takeru    245561  0.0  0.0 233360  5764 pts/24   Ss+  00:46   0:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
root      245637  0.0  0.0      0     0 ?        I    00:46   0:00 [kworker/3:1-events]
root      246022  0.0  0.0      0     0 ?        I    00:47   0:00 [kworker/2:1-events]
root      246104  0.0  0.0      0     0 ?        I    00:47   0:00 [kworker/u32:5-btrfs-endio]
root      246241  0.0  0.0  17192  7788 ?        S    00:47   0:00 systemd-userwork: waiting...
root      246242  0.0  0.0  17196  7896 ?        S    00:47   0:00 systemd-userwork: waiting...
root      246243  0.0  0.0  17196  7784 ?        S    00:47   0:00 systemd-userwork: waiting...
takeru    246278  0.0  0.4 3724476 70548 ?       Sl   00:47   0:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:48912 -prefMapHandle 1:281504 -jsInitHandle 2:224660 -parentBuildID 20251119102309 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {af790f14-0f38-4b70-9697-5d16005d6682} -parentPid 4364 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 1138 tab
root      246344  0.0  0.0      0     0 ?        I    00:47   0:00 [kworker/4:2]
root      246638  0.0  0.0      0     0 ?        I    00:48   0:00 [kworker/u32:6-events_unbound]
takeru    247688  0.0  0.0 234788  5048 pts/18   R+   00:49   0:00 ps aux
